,x
207,8.977273941040039
208,10.117042541503906
209,10.75198745727539
210,9.090958595275879
211,9.944920539855957
212,9.879501342773438
213,9.943878173828125
214,9.526812553405762
215,10.693947792053223
216,9.558760643005371
217,11.059269905090332
218,9.58236312866211
219,11.20656967163086
220,10.146902084350586
221,9.717692375183105
222,10.828690528869629
223,9.57397747039795
224,9.759660720825195
225,9.698046684265137
226,10.26333999633789
227,10.014273643493652
228,8.580792427062988
229,11.221453666687012
230,7.168674468994141
231,9.724081993103027
232,9.353755950927734
233,10.660776138305664
234,9.491072654724121
235,9.81944465637207
236,9.17583179473877
237,11.65101432800293
238,10.182705879211426
239,10.294297218322754
240,11.55782413482666
241,10.821988105773926
242,10.77953052520752
243,8.904597282409668
244,9.019804000854492
245,8.879704475402832
246,9.841635704040527
247,9.227998733520508
248,11.10171890258789
249,10.745820999145508
250,10.566343307495117
251,10.941136360168457
252,10.316549301147461
253,11.5656099319458
254,10.011895179748535
255,10.791756629943848
256,8.479596138000488
257,9.690611839294434
258,10.822526931762695
259,9.97729206085205
260,9.944785118103027
261,11.908735275268555
262,10.436025619506836
263,10.082877159118652
264,9.692683219909668
265,9.141108512878418
266,9.744424819946289
267,8.147177696228027
268,10.649835586547852
269,10.566169738769531
270,10.539141654968262
271,10.098560333251953
272,11.908540725708008
273,9.682018280029297
274,10.353099822998047
275,9.43452262878418
276,9.893290519714355
277,8.604219436645508
278,9.233085632324219
279,9.71828842163086
280,9.147894859313965
281,11.334052085876465
282,11.425177574157715
283,10.796503067016602
284,11.166991233825684
285,9.274070739746094
286,11.344366073608398
287,10.74205207824707
288,9.993185997009277
289,10.545601844787598
290,9.912734031677246
291,9.37582015991211
292,10.05060863494873
293,9.618179321289062
294,8.53635311126709
295,10.529170989990234
296,10.087199211120605
297,11.211103439331055
298,9.375631332397461
299,8.846424102783203
300,10.44780445098877
301,10.071959495544434
302,10.506122589111328
303,11.28266716003418
304,10.946008682250977
305,9.637259483337402
306,9.734622955322266
307,10.215776443481445
308,9.10527229309082
309,9.543319702148438
310,10.633785247802734
311,11.814435958862305
312,9.936882972717285
313,10.596113204956055
314,9.690742492675781
315,11.483478546142578
316,11.644587516784668
317,10.54736614227295
318,10.394715309143066
319,11.386730194091797
320,8.784372329711914
321,10.669567108154297
322,9.011123657226562
323,9.42286205291748
324,12.883872985839844
325,11.006054878234863
326,10.271708488464355
327,8.717061996459961
328,9.257537841796875
329,10.593522071838379
330,8.708226203918457
331,10.450637817382812
332,10.5033540725708
333,9.918054580688477
334,11.278138160705566
335,8.480446815490723
336,9.868770599365234
337,9.649114608764648
338,7.899105072021484
339,10.781304359436035
340,11.637601852416992
341,11.560054779052734
342,9.5785493850708
343,9.251373291015625
344,10.25835132598877
345,9.625140190124512
346,8.382004737854004
347,10.704668045043945
348,9.670952796936035
349,8.203643798828125
350,9.237435340881348
351,10.361180305480957
352,10.870882034301758
353,11.206787109375
354,11.203798294067383
355,11.276485443115234
356,10.411383628845215
357,9.25123119354248
358,9.253009796142578
359,9.614436149597168
360,10.595924377441406
361,11.023792266845703
362,9.712089538574219
363,10.162469863891602
364,11.08419132232666
365,8.529885292053223
366,9.36983871459961
367,10.597554206848145
368,8.882406234741211
369,10.716695785522461
370,10.160335540771484
371,9.251800537109375
372,10.351036071777344
373,9.080376625061035
374,8.869048118591309
375,10.693535804748535
376,9.153700828552246
377,10.608838081359863
378,11.025333404541016
379,11.551501274108887
380,10.118687629699707
381,9.859783172607422
382,10.802513122558594
383,9.049666404724121
384,12.36008071899414
385,8.389019966125488
386,9.791817665100098
387,11.655777931213379
388,11.076117515563965
389,9.236716270446777
390,10.180034637451172
391,9.965142250061035
392,10.022785186767578
393,8.688365936279297
394,11.082281112670898
395,11.666980743408203
396,8.613207817077637
397,10.067652702331543
398,10.426633834838867
399,10.038725852966309
400,10.463428497314453
401,9.974793434143066
402,9.443726539611816
403,11.121254920959473
404,10.38947868347168
405,9.390484809875488
406,11.411067962646484
407,11.4621000289917
408,8.365398406982422
409,10.63098430633545
410,9.257506370544434
411,10.699296951293945
412,8.239470481872559
413,11.673530578613281
414,8.705697059631348
415,10.26654052734375
416,11.259271621704102
417,9.885910987854004
418,10.734678268432617
419,10.301387786865234
420,9.874131202697754
421,10.17706298828125
422,10.113330841064453
423,9.346147537231445
424,10.525589942932129
425,11.101968765258789
426,9.931366920471191
427,9.179176330566406
428,10.102849006652832
429,9.463099479675293
430,10.13486099243164
431,9.74156379699707
432,9.19389533996582
433,10.180610656738281
434,9.403804779052734
435,7.900041103363037
436,10.74026107788086
437,10.777103424072266
438,10.661883354187012
439,10.62056827545166
440,9.5692720413208
441,10.483439445495605
442,10.513161659240723
443,9.056238174438477
444,8.745573043823242
445,10.010961532592773
446,10.029297828674316
447,9.72427749633789
448,9.242865562438965
449,9.964865684509277
450,9.581324577331543
451,10.444222450256348
452,12.169572830200195
453,11.535870552062988
454,9.77706527709961
455,9.681485176086426
456,10.702179908752441
457,9.209086418151855
458,9.577814102172852
459,10.424324989318848
460,9.53028392791748
461,10.83559799194336
462,9.030180931091309
463,10.46605110168457
464,11.131364822387695
465,8.729841232299805
466,8.289857864379883
467,9.903288841247559
468,10.413310050964355
469,9.927204132080078
470,9.819180488586426
471,10.028172492980957
472,9.45787239074707
473,10.51663589477539
474,8.662309646606445
475,11.291900634765625
476,9.506997108459473
477,7.869050025939941
478,11.32120132446289
479,8.316451072692871
480,8.401466369628906
481,9.036867141723633
482,8.738374710083008
483,8.307074546813965
484,10.297588348388672
485,10.565450668334961
486,8.217846870422363
487,9.562980651855469
488,11.118254661560059
489,9.252822875976562
490,10.281698226928711
491,9.768383026123047
492,8.932722091674805
493,9.116164207458496
494,10.258331298828125
495,12.005281448364258
496,7.609156608581543
497,9.039423942565918
498,9.504490852355957
499,8.245272636413574
500,9.435462951660156
501,10.21288013458252
502,9.960406303405762
503,10.946672439575195
504,7.859176158905029
505,9.503511428833008
506,10.153054237365723
507,10.01806926727295
508,9.059807777404785
509,7.78844690322876
510,10.63260555267334
511,9.47586727142334
512,9.135241508483887
513,10.578789710998535
514,9.675572395324707
515,9.597055435180664
516,10.054879188537598
517,8.65159797668457
518,9.998568534851074
519,10.758476257324219
520,10.393589973449707
521,8.773126602172852
522,9.189981460571289
523,10.161054611206055
524,7.481281280517578
525,9.670488357543945
526,10.507577896118164
527,11.049703598022461
528,10.527563095092773
529,10.486018180847168
530,8.694852828979492
531,10.676678657531738
532,9.812151908874512
533,9.076970100402832
534,9.4044189453125
535,11.727314949035645
536,11.208600044250488
537,9.079109191894531
538,8.299701690673828
539,10.1658353805542
540,8.712950706481934
541,9.702232360839844
542,10.19788646697998
543,10.021492004394531
544,8.85423755645752
545,10.581117630004883
546,9.941105842590332
547,10.027658462524414
548,9.943428993225098
549,8.717864990234375
550,11.468935012817383
551,8.592072486877441
552,9.253437995910645
553,9.819682121276855
554,7.637789726257324
555,10.212884902954102
556,11.462100982666016
557,11.210553169250488
558,10.708736419677734
559,8.282369613647461
560,9.55976676940918
561,10.565195083618164
562,10.560978889465332
563,10.628586769104004
564,8.743239402770996
565,8.870075225830078
566,10.231196403503418
567,9.374763488769531
568,9.610891342163086
569,12.438506126403809
570,10.37477970123291
571,10.12654972076416
572,10.405508041381836
573,8.990703582763672
574,7.537792205810547
575,10.737719535827637
576,9.139078140258789
577,10.499798774719238
578,12.141459465026855
579,10.733100891113281
580,10.010290145874023
581,11.91651725769043
582,9.017953872680664
583,11.245524406433105
584,11.104898452758789
585,10.353965759277344
586,10.766469955444336
587,10.397047996520996
588,10.940495491027832
589,10.899971008300781
590,8.907092094421387
591,8.997697830200195
592,9.085554122924805
593,10.733196258544922
594,10.652050971984863
595,9.14138412475586
596,9.429353713989258
597,8.913698196411133
598,9.661832809448242
599,11.021352767944336
600,7.865161895751953
601,10.12947940826416
602,8.589920997619629
603,10.539274215698242
604,11.507195472717285
605,9.953043937683105
606,10.272041320800781
607,10.437612533569336
608,11.005212783813477
609,10.431209564208984
610,11.217979431152344
611,8.709232330322266
612,10.020548820495605
613,9.483193397521973
614,10.306022644042969
615,9.691473007202148
616,9.597389221191406
617,10.186171531677246
618,10.148757934570312
619,10.73340892791748
620,11.180936813354492
621,10.574481964111328
622,9.383323669433594
623,9.795413970947266
624,9.720686912536621
625,9.747358322143555
626,10.485722541809082
627,9.195192337036133
628,9.621286392211914
629,10.6841402053833
630,10.195627212524414
631,8.79503059387207
632,10.726929664611816
633,9.123408317565918
634,8.544118881225586
635,10.907803535461426
636,9.237739562988281
637,10.558943748474121
638,7.505295753479004
639,9.659642219543457
640,11.451560974121094
641,10.436869621276855
642,9.72310733795166
643,11.316763877868652
644,10.096769332885742
645,11.576179504394531
646,9.705595016479492
647,9.297101020812988
648,9.331159591674805
649,9.241133689880371
650,10.102117538452148
651,10.260757446289062
652,10.460391998291016
653,11.168609619140625
654,9.971114158630371
655,10.000080108642578
656,10.794950485229492
657,10.737913131713867
658,9.282003402709961
659,9.282064437866211
660,9.514227867126465
661,9.560440063476562
662,9.747976303100586
663,10.555936813354492
664,11.021245956420898
665,9.492354393005371
666,11.769150733947754
667,9.62073040008545
668,9.227635383605957
669,10.003500938415527
670,10.970288276672363
671,10.616739273071289
672,9.744027137756348
673,10.209100723266602
674,10.940045356750488
675,10.12015151977539
676,8.746938705444336
677,8.87927532196045
678,10.159383773803711
679,9.882070541381836
680,11.135066032409668
681,10.45981216430664
682,9.626447677612305
683,9.34496021270752
684,9.822458267211914
685,9.40958023071289
686,10.563820838928223
687,8.62484073638916
688,10.095985412597656
689,10.35986328125
690,8.978517532348633
691,8.540990829467773
692,9.372588157653809
693,10.42273235321045
694,10.453838348388672
695,11.294315338134766
696,9.064485549926758
697,9.06376838684082
698,10.837163925170898
699,12.59926986694336
700,10.434798240661621
701,12.15829849243164
702,10.457925796508789
703,9.203044891357422
704,10.930788040161133
705,11.885636329650879
706,10.52623462677002
707,8.908103942871094
708,9.55723762512207
709,9.973355293273926
710,11.032082557678223
711,9.541379928588867
712,9.724045753479004
713,10.601186752319336
714,10.104022979736328
715,10.572535514831543
716,8.17877197265625
717,9.687362670898438
718,9.854351043701172
719,10.364211082458496
720,10.472058296203613
721,10.524157524108887
722,11.011083602905273
723,9.955300331115723
724,9.976962089538574
725,9.005806922912598
726,10.063126564025879
727,9.516643524169922
728,10.343600273132324
729,11.661337852478027
730,9.379732131958008
731,9.825555801391602
732,11.404387474060059
733,10.562785148620605
734,10.525819778442383
735,10.056939125061035
736,9.77271842956543
737,12.021184921264648
738,11.379745483398438
739,9.608490943908691
740,9.686871528625488
741,9.714037895202637
742,10.681964874267578
743,9.429354667663574
744,8.79523754119873
745,10.177562713623047
746,10.709348678588867
747,10.089821815490723
748,10.668702125549316
749,9.016961097717285
750,10.812188148498535
751,9.233412742614746
752,9.672442436218262
753,10.351716995239258
754,11.555070877075195
755,10.311225891113281
756,8.442030906677246
757,9.370050430297852
758,8.931927680969238
759,10.87682819366455
760,7.998377799987793
761,9.920355796813965
762,8.200560569763184
763,10.51037883758545
764,11.701484680175781
765,9.376895904541016
766,9.25475788116455
767,10.476829528808594
768,11.881014823913574
769,10.767850875854492
770,9.135973930358887
771,8.85399341583252
772,10.804688453674316
773,9.342788696289062
774,9.346820831298828
775,10.70019245147705
776,10.034324645996094
777,11.071687698364258
778,9.106453895568848
779,9.188478469848633
780,10.25247859954834
781,8.295483589172363
782,9.686752319335938
783,9.339405059814453
784,11.93474006652832
785,10.308029174804688
786,11.975513458251953
787,10.750794410705566
788,8.237497329711914
789,10.237274169921875
790,10.965933799743652
791,11.333661079406738
792,9.459917068481445
793,10.651460647583008
794,9.271795272827148
795,10.381248474121094
796,10.153511047363281
797,9.595452308654785
798,10.970965385437012
799,9.073312759399414
800,10.924580574035645
801,9.422463417053223
802,9.760108947753906
803,10.481512069702148
804,9.876572608947754
805,11.578311920166016
806,10.49122428894043
807,9.555214881896973
808,9.061938285827637
809,9.989143371582031
810,9.104084968566895
811,10.172170639038086
812,8.897483825683594
813,11.012344360351562
814,9.217220306396484
815,10.828707695007324
816,11.38365650177002
817,9.711331367492676
818,8.034022331237793
819,9.97786808013916
820,9.441797256469727
821,8.695716857910156
822,9.832528114318848
823,9.277490615844727
824,8.40847110748291
825,10.256863594055176
826,11.842942237854004
827,11.011407852172852
828,11.239645957946777
829,10.128189086914062
830,9.766018867492676
831,9.840700149536133
832,9.946006774902344
833,10.285116195678711
834,10.372580528259277
835,9.657937049865723
836,9.126628875732422
837,11.007556915283203
838,8.260234832763672
839,9.729607582092285
840,9.854835510253906
841,8.901988983154297
842,11.930675506591797
843,8.602019309997559
844,10.81006145477295
845,9.652320861816406
846,11.08090877532959
847,11.911741256713867
848,9.163036346435547
849,8.717653274536133
850,10.533241271972656
851,9.719746589660645
852,9.349735260009766
853,7.909597396850586
854,9.531641960144043
855,8.788226127624512
856,9.578392028808594
857,9.739836692810059
858,10.673130989074707
859,10.787690162658691
860,9.03774356842041
861,11.408638000488281
862,9.825953483581543
863,10.98042106628418
864,11.121744155883789
865,10.388063430786133
866,11.333739280700684
867,8.420329093933105
868,7.926068305969238
869,11.416646957397461
870,9.366920471191406
871,9.10090446472168
872,11.597003936767578
873,10.148271560668945
874,12.079898834228516
875,10.35669231414795
876,9.6022310256958
877,8.931038856506348
878,10.307849884033203
879,9.721880912780762
880,10.308879852294922
881,9.68969440460205
882,9.03558349609375
883,10.465842247009277
884,10.063994407653809
885,10.596179962158203
886,8.829891204833984
887,10.228669166564941
888,7.604429721832275
889,9.267176628112793
890,10.771870613098145
891,9.801606178283691
892,9.794690132141113
893,12.206933975219727
894,9.046765327453613
895,10.417359352111816
896,9.852707862854004
897,11.470312118530273
898,8.773157119750977
899,10.91584587097168
900,9.049400329589844
901,9.280555725097656
902,11.559917449951172
903,10.107165336608887
904,9.3449125289917
905,10.974796295166016
906,10.309906005859375
907,9.466962814331055
908,8.00892448425293
909,9.802251815795898
910,8.817414283752441
911,9.328385353088379
912,9.96994400024414
913,9.512311935424805
914,10.497944831848145
915,9.0592041015625
916,9.010015487670898
917,11.021428108215332
918,10.197858810424805
919,11.120382308959961
920,9.684368133544922
921,9.234416007995605
922,10.361616134643555
923,10.450762748718262
924,10.3749361038208
925,10.648098945617676
926,8.640636444091797
927,8.447216987609863
928,9.114616394042969
929,8.571130752563477
930,8.719345092773438
931,9.246953010559082
932,11.516432762145996
933,8.926397323608398
934,9.799205780029297
935,10.414658546447754
936,11.211146354675293
937,9.575785636901855
938,9.844768524169922
939,10.684868812561035
940,10.887635231018066
941,11.54434871673584
942,10.11971664428711
943,9.161913871765137
944,9.490056037902832
945,8.658403396606445
946,10.278109550476074
947,12.362858772277832
948,11.416375160217285
949,11.147838592529297
950,9.142661094665527
951,12.660201072692871
952,10.447017669677734
953,12.641244888305664
954,10.004715919494629
955,10.28477668762207
956,8.891145706176758
957,10.618556022644043
958,10.162769317626953
959,8.827488899230957
960,10.571337699890137
961,7.9961161613464355
962,10.601827621459961
963,10.616069793701172
964,9.302988052368164
965,10.504264831542969
966,9.778707504272461
967,10.576900482177734
968,10.610876083374023
969,9.466567039489746
970,11.24718189239502
971,12.55473518371582
972,11.289719581604004
973,10.172297477722168
974,10.139626502990723
975,9.577142715454102
976,10.615287780761719
977,9.28030014038086
978,9.342479705810547
979,8.674786567687988
980,10.0248441696167
981,10.603618621826172
982,10.071921348571777
983,7.36720085144043
984,9.797332763671875
985,9.247514724731445
986,10.586749076843262
987,11.097081184387207
988,9.572072982788086
989,10.254796028137207
990,10.131322860717773
991,8.854110717773438
992,9.235785484313965
993,9.706180572509766
994,10.49454402923584
995,11.003050804138184
996,10.114299774169922
997,9.022622108459473
998,10.159514427185059
999,9.972494125366211
